# Full-ISA Z80N golden vectors from the Spectrum Next FPGA Z80N core (HDL simulation of the core source).
# fmt: opcodehex AF BC DE HL IX IY memHL memDE | (post) AF BC DE HL IX IY memHL memDE  name
CB29 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FA8 C0F8 3CC3 00FF F00F 0FF0 00 00 CB
CB29 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1080 55D5 2710 7FFF 8000 00C0 00 00 CB
CB2A 0000 0001 0408 1234 5678 C0DE 00 00 | 0000 0001 0208 1234 5678 C0DE 00 00 CB
CB2A 00FF 0102 8001 4123 00FF 0001 00 00 | 0084 0102 C001 4123 00FF 0001 00 00 CB
CB2A FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF08 FF7F 0820 8001 BEEF 1357 00 00 CB
CB2A 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C80 8040 D555 FFFF 0F0F 8080 00 00 CB
CB2A 8055 0F10 7F80 0001 1234 4321 00 00 | 802D 0F10 3F80 0001 1234 4321 00 00 CB
CB2A 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F0C C0F0 1EC3 00FF F00F 0FF0 00 00 CB
CB2A 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1001 55AA 1310 7FFF 8000 00C0 00 00 CB
CB2B 0000 0001 0408 1234 5678 C0DE 00 00 | 0000 0001 0404 1234 5678 C0DE 00 00 CB
CB2B 00FF 0102 8001 4123 00FF 0001 00 00 | 0045 0102 8000 4123 00FF 0001 00 00 CB
CB2B FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF00 FF7F 1010 8001 BEEF 1357 00 00 CB
CB2B 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C29 8040 AA2A FFFF 0F0F 8080 00 00 CB
CB2B 8055 0F10 7F80 0001 1234 4321 00 00 | 8084 0F10 7FC0 0001 1234 4321 00 00 CB
CB2B 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FA5 C0F0 3CE1 00FF F00F 0FF0 00 00 CB
CB2B 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1008 55AA 2708 7FFF 8000 00C0 00 00 CB
CB2C 0000 0001 0408 1234 5678 C0DE 00 00 | 000C 0001 0408 0934 5678 C0DE 00 00 CB
CB2C 00FF 0102 8001 4123 00FF 0001 00 00 | 0021 0102 8001 2023 00FF 0001 00 00 CB
CB2C FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF84 FF7F 1020 C001 BEEF 1357 00 00 CB
CB2C 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CAD 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB2C 8055 0F10 7F80 0001 1234 4321 00 00 | 8044 0F10 7F80 0001 1234 4321 00 00 CB
CB2C 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F44 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB2C 1093 55AA 2710 7FFF 8000 00C0 00 00 | 102D 55AA 2710 3FFF 8000 00C0 00 00 CB
CB2D 0000 0001 0408 1234 5678 C0DE 00 00 | 0008 0001 0408 121A 5678 C0DE 00 00 CB
CB2D 00FF 0102 8001 4123 00FF 0001 00 00 | 0005 0102 8001 4111 00FF 0001 00 00 CB
CB2D FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF45 FF7F 1020 8000 BEEF 1357 00 00 CB
CB2D 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CAD 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB2D 8055 0F10 7F80 0001 1234 4321 00 00 | 8045 0F10 7F80 0000 1234 4321 00 00 CB
CB2D 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FAD C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB2D 1093 55AA 2710 7FFF 8000 00C0 00 00 | 10AD 55AA 2710 7FFF 8000 00C0 00 00 CB
CB2E 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 CB
CB2E 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A000 A000 A000 04 80 CB
CB2E FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 14 0F CB
CB2E 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 CB
CB2E 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 A001 A000 A000 A000 D6 18 CB
CB2E 0F10 A000 A001 A000 A000 A000 80 C0 | 0F84 A000 A001 A000 A000 A000 C0 C0 CB
CB2E AAC3 A000 A001 A000 A000 A000 07 F7 | AA05 A000 A001 A000 A000 A000 03 F7 CB
CB2E 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A001 A000 A000 A000 21 01 CB
CB2F 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 CB
CB2F 00FF 0102 8001 4123 00FF 0001 00 00 | 0044 0102 8001 4123 00FF 0001 00 00 CB
CB2F FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAD FF7F 1020 8001 BEEF 1357 00 00 CB
CB2F 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 1E0C 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB2F 8055 0F10 7F80 0001 1234 4321 00 00 | C084 0F10 7F80 0001 1234 4321 00 00 CB
CB2F 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0701 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB2F 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0808 55AA 2710 7FFF 8000 00C0 00 00 CB
CB30 0000 0001 0408 1234 5678 C0DE 00 00 | 0000 0101 0408 1234 5678 C0DE 00 00 CB
CB30 00FF 0102 8001 4123 00FF 0001 00 00 | 0004 0302 8001 4123 00FF 0001 00 00 CB
CB30 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAD FF7F 1020 8001 BEEF 1357 00 00 CB
CB30 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C01 0140 AA55 FFFF 0F0F 8080 00 00 CB
CB30 8055 0F10 7F80 0001 1234 4321 00 00 | 8008 1F10 7F80 0001 1234 4321 00 00 CB
CB30 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F85 81F0 3CC3 00FF F00F 0FF0 00 00 CB
CB30 1093 55AA 2710 7FFF 8000 00C0 00 00 | 10A8 ABAA 2710 7FFF 8000 00C0 00 00 CB
CB31 0000 0001 0408 1234 5678 C0DE 00 00 | 0004 0003 0408 1234 5678 C0DE 00 00 CB
CB31 00FF 0102 8001 4123 00FF 0001 00 00 | 0004 0105 8001 4123 00FF 0001 00 00 CB
CB31 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAC FFFF 1020 8001 BEEF 1357 00 00 CB
CB31 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C84 8081 AA55 FFFF 0F0F 8080 00 00 CB
CB31 8055 0F10 7F80 0001 1234 4321 00 00 | 8024 0F21 7F80 0001 1234 4321 00 00 CB
CB31 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FA5 C0E1 3CC3 00FF F00F 0FF0 00 00 CB
CB31 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1005 5555 2710 7FFF 8000 00C0 00 00 CB
CB32 0000 0001 0408 1234 5678 C0DE 00 00 | 000C 0001 0908 1234 5678 C0DE 00 00 CB
CB32 00FF 0102 8001 4123 00FF 0001 00 00 | 0001 0102 0101 4123 00FF 0001 00 00 CB
CB32 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF24 FF7F 2120 8001 BEEF 1357 00 00 CB
CB32 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C05 8040 5555 FFFF 0F0F 8080 00 00 CB
CB32 8055 0F10 7F80 0001 1234 4321 00 00 | 80AC 0F10 FF80 0001 1234 4321 00 00 CB
CB32 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F28 C0F0 79C3 00FF F00F 0FF0 00 00 CB
CB32 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1008 55AA 4F10 7FFF 8000 00C0 00 00 CB
CB33 0000 0001 0408 1234 5678 C0DE 00 00 | 0004 0001 0411 1234 5678 C0DE 00 00 CB
CB33 00FF 0102 8001 4123 00FF 0001 00 00 | 0004 0102 8003 4123 00FF 0001 00 00 CB
CB33 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF04 FF7F 1041 8001 BEEF 1357 00 00 CB
CB33 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CA8 8040 AAAB FFFF 0F0F 8080 00 00 CB
CB33 8055 0F10 7F80 0001 1234 4321 00 00 | 8001 0F10 7F01 0001 1234 4321 00 00 CB
CB33 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F85 C0F0 3C87 00FF F00F 0FF0 00 00 CB
CB33 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1024 55AA 2721 7FFF 8000 00C0 00 00 CB
CB34 0000 0001 0408 1234 5678 C0DE 00 00 | 0020 0001 0408 2534 5678 C0DE 00 00 CB
CB34 00FF 0102 8001 4123 00FF 0001 00 00 | 0080 0102 8001 8323 00FF 0001 00 00 CB
CB34 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF01 FF7F 1020 0101 BEEF 1357 00 00 CB
CB34 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CAD 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB34 8055 0F10 7F80 0001 1234 4321 00 00 | 8000 0F10 7F80 0101 1234 4321 00 00 CB
CB34 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F00 C0F0 3CC3 01FF F00F 0FF0 00 00 CB
CB34 1093 55AA 2710 7FFF 8000 00C0 00 00 | 10AC 55AA 2710 FFFF 8000 00C0 00 00 CB
CB35 0000 0001 0408 1234 5678 C0DE 00 00 | 002C 0001 0408 1269 5678 C0DE 00 00 CB
CB35 00FF 0102 8001 4123 00FF 0001 00 00 | 0004 0102 8001 4147 00FF 0001 00 00 CB
CB35 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF04 FF7F 1020 8003 BEEF 1357 00 00 CB
CB35 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3CAD 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB35 8055 0F10 7F80 0001 1234 4321 00 00 | 8004 0F10 7F80 0003 1234 4321 00 00 CB
CB35 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0FAD C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB35 1093 55AA 2710 7FFF 8000 00C0 00 00 | 10AD 55AA 2710 7FFF 8000 00C0 00 00 CB
CB36 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 01 00 CB
CB36 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 A001 A000 A000 A000 11 80 CB
CB36 FF28 A000 A001 A000 A000 A000 28 0F | FF00 A000 A001 A000 A000 A000 51 0F CB
CB36 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 CB
CB36 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 A000 A000 A000 59 18 CB
CB36 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 A001 A000 A000 A000 01 C0 CB
CB36 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 A001 A000 A000 A000 0F F7 CB
CB36 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 A001 A000 A000 A000 85 01 CB
CB37 0000 0001 0408 1234 5678 C0DE 00 00 | 0100 0001 0408 1234 5678 C0DE 00 00 CB
CB37 00FF 0102 8001 4123 00FF 0001 00 00 | 0100 0102 8001 4123 00FF 0001 00 00 CB
CB37 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FFAD FF7F 1020 8001 BEEF 1357 00 00 CB
CB37 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 7928 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB37 8055 0F10 7F80 0001 1234 4321 00 00 | 0101 0F10 7F80 0001 1234 4321 00 00 CB
CB37 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 1F08 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB37 1093 55AA 2710 7FFF 8000 00C0 00 00 | 2124 55AA 2710 7FFF 8000 00C0 00 00 CB
CB38 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 CB
CB38 00FF 0102 8001 4123 00FF 0001 00 00 | 0045 0002 8001 4123 00FF 0001 00 00 CB
CB38 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF29 7F7F 1020 8001 BEEF 1357 00 00 CB
CB38 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C00 4040 AA55 FFFF 0F0F 8080 00 00 CB
CB38 8055 0F10 7F80 0001 1234 4321 00 00 | 8001 0710 7F80 0001 1234 4321 00 00 CB
CB38 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F24 60F0 3CC3 00FF F00F 0FF0 00 00 CB
CB38 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1029 2AAA 2710 7FFF 8000 00C0 00 00 CB
CB39 0000 0001 0408 1234 5678 C0DE 00 00 | 0045 0000 0408 1234 5678 C0DE 00 00 CB
CB39 00FF 0102 8001 4123 00FF 0001 00 00 | 0000 0101 8001 4123 00FF 0001 00 00 CB
CB39 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF2D FF3F 1020 8001 BEEF 1357 00 00 CB
CB39 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C20 8020 AA55 FFFF 0F0F 8080 00 00 CB
CB39 8055 0F10 7F80 0001 1234 4321 00 00 | 8008 0F08 7F80 0001 1234 4321 00 00 CB
CB39 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F2C C078 3CC3 00FF F00F 0FF0 00 00 CB
CB39 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1004 5555 2710 7FFF 8000 00C0 00 00 CB
CB3A 0000 0001 0408 1234 5678 C0DE 00 00 | 0000 0001 0208 1234 5678 C0DE 00 00 CB
CB3A 00FF 0102 8001 4123 00FF 0001 00 00 | 0000 0102 4001 4123 00FF 0001 00 00 CB
CB3A FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF08 FF7F 0820 8001 BEEF 1357 00 00 CB
CB3A 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C04 8040 5555 FFFF 0F0F 8080 00 00 CB
CB3A 8055 0F10 7F80 0001 1234 4321 00 00 | 802D 0F10 3F80 0001 1234 4321 00 00 CB
CB3A 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F0C C0F0 1EC3 00FF F00F 0FF0 00 00 CB
CB3A 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1001 55AA 1310 7FFF 8000 00C0 00 00 CB
CB3B 0000 0001 0408 1234 5678 C0DE 00 00 | 0000 0001 0404 1234 5678 C0DE 00 00 CB
CB3B 00FF 0102 8001 4123 00FF 0001 00 00 | 0045 0102 8000 4123 00FF 0001 00 00 CB
CB3B FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF00 FF7F 1010 8001 BEEF 1357 00 00 CB
CB3B 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C29 8040 AA2A FFFF 0F0F 8080 00 00 CB
CB3B 8055 0F10 7F80 0001 1234 4321 00 00 | 8000 0F10 7F40 0001 1234 4321 00 00 CB
CB3B 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F21 C0F0 3C61 00FF F00F 0FF0 00 00 CB
CB3B 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1008 55AA 2708 7FFF 8000 00C0 00 00 CB
CB3C 0000 0001 0408 1234 5678 C0DE 00 00 | 000C 0001 0408 0934 5678 C0DE 00 00 CB
CB3C 00FF 0102 8001 4123 00FF 0001 00 00 | 0021 0102 8001 2023 00FF 0001 00 00 CB
CB3C FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF00 FF7F 1020 4001 BEEF 1357 00 00 CB
CB3C 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C29 8040 AA55 7FFF 0F0F 8080 00 00 CB
CB3C 8055 0F10 7F80 0001 1234 4321 00 00 | 8044 0F10 7F80 0001 1234 4321 00 00 CB
CB3C 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F44 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB3C 1093 55AA 2710 7FFF 8000 00C0 00 00 | 102D 55AA 2710 3FFF 8000 00C0 00 00 CB
CB3D 0000 0001 0408 1234 5678 C0DE 00 00 | 0008 0001 0408 121A 5678 C0DE 00 00 CB
CB3D 00FF 0102 8001 4123 00FF 0001 00 00 | 0005 0102 8001 4111 00FF 0001 00 00 CB
CB3D FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF45 FF7F 1020 8000 BEEF 1357 00 00 CB
CB3D 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C29 8040 AA55 FF7F 0F0F 8080 00 00 CB
CB3D 8055 0F10 7F80 0001 1234 4321 00 00 | 8045 0F10 7F80 0000 1234 4321 00 00 CB
CB3D 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F29 C0F0 3CC3 007F F00F 0FF0 00 00 CB
CB3D 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1029 55AA 2710 7F7F 8000 00C0 00 00 CB
CB3E 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 CB
CB3E 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A000 A000 A000 04 80 CB
CB3E FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 14 0F CB
CB3E 3C01 A000 A001 A000 A000 A000 FF 55 | 3C29 A000 A001 A000 A000 A000 7F 55 CB
CB3E 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 A001 A000 A000 A000 56 18 CB
CB3E 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 A000 A000 A000 40 C0 CB
CB3E AAC3 A000 A001 A000 A000 A000 07 F7 | AA05 A000 A001 A000 A000 A000 03 F7 CB
CB3E 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A001 A000 A000 A000 21 01 CB
CB3F 0000 0001 0408 1234 5678 C0DE 00 00 | 0044 0001 0408 1234 5678 C0DE 00 00 CB
CB3F 00FF 0102 8001 4123 00FF 0001 00 00 | 0044 0102 8001 4123 00FF 0001 00 00 CB
CB3F FF28 FF7F 1020 8001 BEEF 1357 00 00 | 7F29 FF7F 1020 8001 BEEF 1357 00 00 CB
CB3F 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 1E0C 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB3F 8055 0F10 7F80 0001 1234 4321 00 00 | 4000 0F10 7F80 0001 1234 4321 00 00 CB
CB3F 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0701 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB3F 1093 55AA 2710 7FFF 8000 00C0 00 00 | 0808 55AA 2710 7FFF 8000 00C0 00 00 CB
CB40 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB40 00FF 0102 8001 4123 00FF 0001 00 00 | 0011 0102 8001 4123 00FF 0001 00 00 CB
CB40 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF38 FF7F 1020 8001 BEEF 1357 00 00 CB
CB40 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C55 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB40 8055 0F10 7F80 0001 1234 4321 00 00 | 8019 0F10 7F80 0001 1234 4321 00 00 CB
CB40 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F54 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB40 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1011 55AA 2710 7FFF 8000 00C0 00 00 CB
CB41 0000 0001 0408 1234 5678 C0DE 00 00 | 0010 0001 0408 1234 5678 C0DE 00 00 CB
CB41 00FF 0102 8001 4123 00FF 0001 00 00 | 0055 0102 8001 4123 00FF 0001 00 00 CB
CB41 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF38 FF7F 1020 8001 BEEF 1357 00 00 CB
CB41 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C55 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB41 8055 0F10 7F80 0001 1234 4321 00 00 | 8055 0F10 7F80 0001 1234 4321 00 00 CB
CB41 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F74 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB41 1093 55AA 2710 7FFF 8000 00C0 00 00 | 107D 55AA 2710 7FFF 8000 00C0 00 00 CB
CB42 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB42 00FF 0102 8001 4123 00FF 0001 00 00 | 0055 0102 8001 4123 00FF 0001 00 00 CB
CB42 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF54 FF7F 1020 8001 BEEF 1357 00 00 CB
CB42 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C7D 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB42 8055 0F10 7F80 0001 1234 4321 00 00 | 8039 0F10 7F80 0001 1234 4321 00 00 CB
CB42 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F7C C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB42 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1031 55AA 2710 7FFF 8000 00C0 00 00 CB
CB43 0000 0001 0408 1234 5678 C0DE 00 00 | 005C 0001 0408 1234 5678 C0DE 00 00 CB
CB43 00FF 0102 8001 4123 00FF 0001 00 00 | 0011 0102 8001 4123 00FF 0001 00 00 CB
CB43 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF74 FF7F 1020 8001 BEEF 1357 00 00 CB
CB43 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C11 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB43 8055 0F10 7F80 0001 1234 4321 00 00 | 8055 0F10 7F80 0001 1234 4321 00 00 CB
CB43 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB43 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1055 55AA 2710 7FFF 8000 00C0 00 00 CB
CB44 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB44 00FF 0102 8001 4123 00FF 0001 00 00 | 0011 0102 8001 4123 00FF 0001 00 00 CB
CB44 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF54 FF7F 1020 8001 BEEF 1357 00 00 CB
CB44 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C39 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB44 8055 0F10 7F80 0001 1234 4321 00 00 | 8055 0F10 7F80 0001 1234 4321 00 00 CB
CB44 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F54 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB44 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1039 55AA 2710 7FFF 8000 00C0 00 00 CB
CB45 0000 0001 0408 1234 5678 C0DE 00 00 | 0074 0001 0408 1234 5678 C0DE 00 00 CB
CB45 00FF 0102 8001 4123 00FF 0001 00 00 | 0031 0102 8001 4123 00FF 0001 00 00 CB
CB45 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF10 FF7F 1020 8001 BEEF 1357 00 00 CB
CB45 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C39 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB45 8055 0F10 7F80 0001 1234 4321 00 00 | 8011 0F10 7F80 0001 1234 4321 00 00 CB
CB45 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F38 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB45 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1039 55AA 2710 7FFF 8000 00C0 00 00 CB
CB46 0000 A000 A001 A000 A000 A000 00 00 | 0054 A000 A001 A000 A000 A000 00 00 CB
CB46 00FF A000 A001 A000 A000 A000 08 80 | 0055 A000 A001 A000 A000 A000 08 80 CB
CB46 FF28 A000 A001 A000 A000 A000 28 0F | FF54 A000 A001 A000 A000 A000 28 0F CB
CB46 3C01 A000 A001 A000 A000 A000 FF 55 | 3C11 A000 A001 A000 A000 A000 FF 55 CB
CB46 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 AC 18 CB
CB46 0F10 A000 A001 A000 A000 A000 80 C0 | 0F54 A000 A001 A000 A000 A000 80 C0 CB
CB46 AAC3 A000 A001 A000 A000 A000 07 F7 | AA11 A000 A001 A000 A000 A000 07 F7 CB
CB46 1093 A000 A001 A000 A000 A000 42 01 | 1055 A000 A001 A000 A000 A000 42 01 CB
CB47 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB47 00FF 0102 8001 4123 00FF 0001 00 00 | 0055 0102 8001 4123 00FF 0001 00 00 CB
CB47 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF38 FF7F 1020 8001 BEEF 1357 00 00 CB
CB47 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C7D 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB47 8055 0F10 7F80 0001 1234 4321 00 00 | 8055 0F10 7F80 0001 1234 4321 00 00 CB
CB47 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F18 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB47 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1055 55AA 2710 7FFF 8000 00C0 00 00 CB
CB48 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB48 00FF 0102 8001 4123 00FF 0001 00 00 | 0055 0102 8001 4123 00FF 0001 00 00 CB
CB48 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF38 FF7F 1020 8001 BEEF 1357 00 00 CB
CB48 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C55 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB48 8055 0F10 7F80 0001 1234 4321 00 00 | 8019 0F10 7F80 0001 1234 4321 00 00 CB
CB48 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F54 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
CB48 1093 55AA 2710 7FFF 8000 00C0 00 00 | 1055 55AA 2710 7FFF 8000 00C0 00 00 CB
CB49 0000 0001 0408 1234 5678 C0DE 00 00 | 0054 0001 0408 1234 5678 C0DE 00 00 CB
CB49 00FF 0102 8001 4123 00FF 0001 00 00 | 0011 0102 8001 4123 00FF 0001 00 00 CB
CB49 FF28 FF7F 1020 8001 BEEF 1357 00 00 | FF38 FF7F 1020 8001 BEEF 1357 00 00 CB
CB49 3C01 8040 AA55 FFFF 0F0F 8080 00 00 | 3C55 8040 AA55 FFFF 0F0F 8080 00 00 CB
CB49 8055 0F10 7F80 0001 1234 4321 00 00 | 8055 0F10 7F80 0001 1234 4321 00 00 CB
CB49 0F10 C0F0 3CC3 00FF F00F 0FF0 00 00 | 0F74 C0F0 3CC3 00FF F00F 0FF0 00 00 CB
